Export;EXP-2023-01 (20230707 08:36);;;StationsCode;NL01483;NL01485;NL01486;NL01487;NL01488;NL01489;NL01491;NL01493;NL01494;NL01495;NL01496;NL10107;NL10131;NL10133;NL10136;NL10137;NL10227;NL10230;NL10235;NL10236;NL10237;NL10241;NL10245;NL10246;NL10247;NL10301;NL10318;NL10404;NL10411;NL10418;NL10433;NL10437;NL10442;NL10444;NL10445;NL10448;NL10520;NL10537;NL10538;NL10544;NL10547;NL10548;NL10549;NL10620;NL10631;NL10633;NL10636;NL10639;NL10641;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938;NL49002;NL49003;NL49007;NL49012;NL49014;NL49017;NL49019;NL49020;NL49021;NL49022;NL49551;NL49553;NL49561;NL49564;NL49565;NL49701;NL49703;NL49704
NO2;uur;µg/m³;20110110 09:00;20110110 10:00;88.9;57.9;64.8;102.9;65;115.3;92.7;78.6;69.9;55.1;;49.01;38.02;33.32;45.19;36.04;50.16;37.23;55.86;52.64;58.91;48.22;55.22;60.4;44.75;58.18;54.14;73.11;99.28;70.45;57.32;55.25;60.45;64.38;70.67;81.36;65.19;89.63;55.21;86.61;66.82;71.84;60;53.35;47.97;54.44;76.75;81.85;90.7;;34.23;39.65;47.31;41.65;36.47;37.39;41.41;38.15;45.2;60.95;38.64;79;57;;85;60;60;62;79;61;58;60;62;83;55;71;64;58;81
NO2;uur;µg/m³;20110110 10:00;20110110 11:00;101.7;58.5;64;83.8;61.6;107.6;83;77.5;75.1;62.1;;47.58;34.64;29.09;53.46;20.44;48.74;33.24;65.84;46.79;53.36;45.2;51.46;60.75;39.36;53.15;51.71;73.08;98.11;72.73;62.13;55.17;54.49;63.47;76.87;81.19;66.56;89.92;47.2;88.92;60.86;63.73;52.63;48.24;42.33;49.95;69.65;71.01;80.71;;32.95;41.62;43.33;39.65;29.83;37.83;38.9;32.63;36.34;53.94;36.28;96;57;;88;63;61;64;79;55;58;57;63;85;59;66;69;63;83
NO2;uur;µg/m³;20110110 11:00;20110110 12:00;97.7;62.4;63.8;77.6;60.7;97.5;83.6;76.3;70.3;62.4;;45.25;39.18;23.97;36.52;18.47;43.58;31.58;68.83;45.33;50.45;43.03;48.18;56.86;41.35;53.29;49.06;80.26;88.03;69.37;63.29;57.72;52.49;65.65;73.28;71.07;64.13;87.33;51.87;83.15;56.13;62.88;48.58;43.42;37.79;44.19;59.55;66.07;51.11;;33.23;35.33;41.75;36.57;25.76;38.59;39.36;28.58;31.05;42.7;31.42;101;53;;88;60;61;61;76;50;54;60;64;80;57;59;68;60;84
NO2;uur;µg/m³;20110110 12:00;20110110 13:00;99.3;65.7;68.2;87.1;63.1;99.1;81.4;71.8;71.1;63.6;;42.78;38.42;21.42;37.45;18.05;41.03;27.18;66.94;42.52;42.67;39.32;45.68;56.78;33.23;44.49;39.76;75.56;75.18;72.46;61.98;58.35;50.56;64.08;66.88;81.64;61.82;88.52;53.44;77.97;46.92;54.86;42.43;43.58;39.71;41.07;53.51;56.09;43.02;;31.89;32.91;48.05;35.39;25.38;36.42;38.85;26.52;;50.71;33.18;98;50;;81;57;57;57;74;47;53;60;62;66;56;56;63;59;68
NO2;uur;µg/m³;20110110 13:00;20110110 14:00;107.2;70;72.4;88.3;64.3;100.6;82.8;77.8;75.1;69.7;51.1;38.16;34.49;20.39;30.46;15.87;40.45;20.91;63.12;50.24;42.23;35.07;43.54;52.89;30.7;45.55;31.18;75.42;81.92;71.49;68.84;58.37;45.43;59.22;71.44;80.49;58.42;85.59;47.39;67.09;46.1;53.22;43.24;40.6;35.74;42.23;51.44;51.83;49.82;;34.71;27.53;50.53;38.53;26.79;36.8;34.47;24.82;;55.51;32.04;78;48;;78;54;60;55;75;43;50;62;65;60;52;52;59;57;63
NO2;uur;µg/m³;20110110 14:00;20110110 15:00;110.8;71.4;72.6;82.2;63.4;101.8;84.9;84.3;76.5;59.5;51.7;34.62;32.81;16.28;42.09;20.01;39.02;22.59;61.12;50.51;36.47;36.19;47.13;53.9;29.56;44.61;26.23;78.99;84.44;74.09;68.55;57.33;51.11;59.25;71.55;75.37;58.91;84.96;48.76;71.65;50.33;52.27;38.78;38.86;34.18;40.36;56.38;63.01;45.57;;41.16;31.92;48.45;38.17;27.29;40.92;33.99;24.74;;59.29;32.25;92;47;;85;52;64;55;75;49;54;62;67;65;53;55;61;58;63
NO2;uur;µg/m³;20110110 15:00;20110110 16:00;114.9;67.9;71.6;82.6;64.9;108.7;84.9;77.1;74;57.5;58.2;33.48;43.4;21.08;48.85;23.19;38.99;26.85;45.92;68.42;46.96;39.73;46.31;58.29;38.45;42.97;22.71;77.41;87.1;74.05;64.07;56.3;49.82;63.74;70.84;78.98;60.76;83.05;49.43;67.34;53.93;56.26;43.85;41.86;35.87;42.53;65.97;67.06;45.03;;51.3;39.05;52.24;48.42;29.82;41.56;36.38;36.71;;52.83;35.91;67;55;;74;54;60;60;74;50;54;66;71;60;58;53;61;61;62
NO2;uur;µg/m³;20110110 16:00;20110110 17:00;106;66.6;68.9;101.5;67.9;106.8;77.7;76.2;70.1;58.9;58.8;40.39;54.1;27.83;53.24;31.06;43.06;24.08;39.56;74.02;67.33;43.68;53.62;59.58;48.08;49.16;38.27;71.62;79.13;74.61;61.45;57.48;48.76;63.46;68.65;88.98;62.26;81.16;54.33;73.01;56.14;59.26;52.98;44.1;41.03;43.9;71.07;75.17;55.81;;56.6;51.31;63.81;60.08;40.1;46.85;38.83;47.01;;53.81;35.04;78;60;;74;54;56;63;69;58;55;67;70;66;60;58;62;60;64
NO2;uur;µg/m³;20110110 17:00;20110110 18:00;101;62.9;64.8;99.7;65.7;100.6;73.7;70.7;67.7;64.4;57.3;43.99;60.69;41.55;49.06;34.44;53.15;24.03;49.4;77.72;67.7;44.83;51.03;55.85;54.34;39.21;46.52;75.04;85.46;73.22;63.27;52.61;51.8;59.13;73.08;79.4;67.96;74.19;52.57;79.24;59.89;61.54;61.12;54.66;49.08;45.67;78.07;72.13;60.26;;55.22;55.33;67.65;63.37;57.2;53.26;37.69;48.47;;57.58;38.47;85;65;;74;57;63;71;71;63;54;63;65;66;60;56;62;63;64
NO2;uur;µg/m³;20110110 18:00;20110110 19:00;92.4;57.6;61.3;78.5;62.7;90.7;72.8;67;63.6;68.3;54.7;44.03;55.88;33.76;45.55;29.27;57.21;20.06;51.13;77.78;64.31;39.29;44.56;44.63;54.34;36.2;49.36;74.07;84.24;67.47;60.35;45.61;45.83;56.44;71.27;68.09;65.47;72.57;46.08;76.88;58.8;58.66;59.75;44.78;49.11;49.76;65.87;63.94;53.73;;51.76;58.18;62.51;60.47;56.87;56.9;40.96;56.43;;57.73;39.07;82;63;;72;58;67;71;72;60;53;60;62;62;56;55;60;60;70
NO2;uur;µg/m³;20110110 19:00;20110110 20:00;63.1;48.8;45.9;57.3;47.4;74.8;62.9;50.8;56.1;65.6;62.1;40.64;51.54;24.16;32.55;29.09;60.38;15.35;39.9;66.51;56.48;31.98;37.56;32.08;38.72;35.86;37.12;70.95;74.9;53.2;58.91;30.47;36.28;55.53;69.15;49.16;55.33;63.38;46.92;63.05;59.72;60.48;61.94;34.78;56.86;37.38;54.38;56.39;46.83;;51.41;54.72;60.1;58.13;54.94;56.47;45.08;62.55;54.95;57.82;42.87;66;53;;59;52;53;58;64;54;48;56;59;57;52;48;56;56;56
NO2;uur;µg/m³;20110110 20:00;20110110 21:00;47.2;37;37.7;49.1;41.2;63.6;54.3;42.9;45.6;55;66.5;35.03;47.49;19.57;28.07;21.67;58.76;14.62;36.2;53.46;41.79;27.44;29.51;29.48;41.12;33;43.44;64.52;70.43;42.55;51.71;27.72;29.39;55.11;63.88;47.1;44.08;58.95;42.96;52.25;59.84;64.04;59.71;27.18;53.65;27.2;44;48.6;42.81;;51.15;52.99;59.69;59.03;52.78;54.61;52.55;63.6;57.25;66.19;49.62;63;48;;52;42;48;49;54;54;41;51;57;52;46;42;49;53;50
NO2;uur;µg/m³;20110110 21:00;20110110 22:00;42.1;34.8;38.8;44.8;36.1;51.7;50.7;38;45.5;50.9;61.2;25.47;43.66;14.18;28.04;28.66;43.58;19.54;27.78;51.25;36.8;24.53;25.32;23.55;27.65;25.19;49.44;58.55;69.81;39.16;51.82;24.05;24.09;44.27;59.68;45.4;34.41;49.12;48.22;42.93;43.76;45.86;46.04;23.98;51.96;20.47;31.44;36.66;31.46;;47.18;52.71;54.55;52.66;50.77;52.92;50.88;59.39;67.88;65.88;49.91;47;39;;43;33;36;40;40;38;28;41;52;50;39;31;39;43;42
NO2;uur;µg/m³;20110110 22:00;20110110 23:00;33.2;29.9;30.4;40.3;29.7;46;46.4;35.8;43.5;43.5;53.3;18.85;38.09;19.65;42.63;40.7;42.49;19.11;25.27;49.36;39.46;22.49;19.61;16.31;40.12;33.64;32.56;56.4;64.85;34.05;47.1;17.2;19.26;29.08;54.02;34.96;30.43;38.29;43.77;39.99;33.7;31.85;40.49;19.55;48.33;18.51;34.76;37.08;29.17;;41.78;49.35;54.2;52.21;44.83;52.03;47.23;51.77;65.62;63.06;51.01;44;31;;39;27;35;34;35;30;25;29;48;;32;27;36;33;37
NO2;uur;µg/m³;20110110 23:00;20110111 00:00;25.3;23.7;21.3;29.9;22.3;38.8;37.2;24.4;31.6;38.8;40;17.4;25.38;20.31;33.15;39.65;44.18;18.4;20.84;42.64;35.91;22.39;17.28;14.6;37.55;17.2;41.14;48.63;55.57;28.25;49.3;13.58;15.67;24.9;45.76;24.59;25.92;35.36;31.79;33.89;38.34;36.71;40.86;15.59;47.06;16.68;31.38;34.14;26.01;;29.39;45.85;54.91;52.99;37.97;52.25;43.56;45.85;62.38;61.04;52.75;38;26;;33;25;24;30;31;24;22;24;45;26;27;25;34;28;37
NO2;uur;µg/m³;20110111 00:00;20110111 01:00;17.6;16.8;29.2;29;26.6;26.5;26.1;20;22.9;36.2;37;13.04;19.1;16.06;55.41;39.49;47.05;17.17;;41.65;34.93;11.65;13.4;14.66;31.81;21.68;;27.84;37.55;26.41;26.24;12.06;13.42;20.99;27.89;24.76;21.54;21.23;32;31.22;30.43;28.46;33.69;;;15.57;24.84;28.4;23.38;;17.65;46.01;43.74;41.28;37.49;43.57;34.81;54.88;;53.49;47.49;38;24;;27;;22;30;25;28;17;19;43;24;26;23;23;22;34
NO2;uur;µg/m³;20110111 01:00;20110111 02:00;12.4;14;23.1;26.1;21;23.2;25.5;18.9;18.6;26.1;36.1;14.12;13.96;18.59;45.37;43.7;40.39;25.1;8.16;40.81;36.3;12.61;13.39;12.26;27;16.09;36.04;24.55;31.48;22.36;25.07;11.75;12.08;12.57;19.98;21.98;20.06;20.56;34.45;23.36;27.63;27.11;29.37;13.22;43.62;15;20.36;22.64;19.91;;16.49;41.81;25.64;23.93;35.61;37.19;34.61;50.05;46.55;48.49;45.81;29;23;;27;19;21;29;24;25;16;15;38;23;22;22;23;17;31
NO2;uur;µg/m³;20110111 02:00;20110111 03:00;12.8;12.5;36.8;19.7;19.1;24;23.6;17.4;33.2;27.5;29.2;9.26;10.93;44.48;34.38;25.79;28.68;20.7;6.87;26.55;22.98;14.08;14.82;15.89;23.62;10.92;21.7;18.31;25.07;21.03;21.58;14.5;16.47;11.06;20.88;18.62;18.76;18.61;29.71;21.55;22.66;20.54;24.37;22.93;34.09;18.26;26.38;28.92;22.39;;13.76;25.21;14.83;14.45;24.83;29.74;35.04;44.58;40.21;43.96;41.17;23;;;27;17;22;29;21;18;14;15;26;20;18;20;21;;
NO2;uur;µg/m³;20110111 03:00;20110111 04:00;14.8;19.6;35.5;21.9;20.6;25.7;21.5;16.6;31;28.1;17.1;12.35;8.32;42.79;29.72;28.16;20.76;13.46;8.21;;17.2;14.24;13.91;17.15;20.89;12.35;10.4;21.14;25.68;20.69;27.16;23.15;17.66;15.13;18.46;17.86;20.2;23.76;21.24;24.66;19.85;19.01;20.92;19.69;25.22;22.26;20.31;23.33;30.05;;18.38;15.52;14.31;13.53;19.68;23.58;26.3;35.07;32.28;36.77;32.34;31;28;;29;23;25;31;28;23;19;18;26;26;22;26;26;21;36
NO2;uur;µg/m³;20110111 04:00;20110111 05:00;19;13.7;37.3;20.2;19.7;29.1;24.5;16.7;32.4;27.3;20.4;11.18;10.05;34.63;22.41;22.27;14.28;15.04;8.25;;15.5;13.85;14.82;15.56;16.64;17.51;23.04;24.49;27.47;21.32;19.2;12.44;16.36;16.38;20.21;18.72;16.57;22.74;16.91;21.92;16.5;14.96;15.12;16.81;14.86;19.03;16.07;20;25.61;;24.81;12.75;20.35;17.29;23.04;19.57;19.94;30;22.52;29.47;24.67;28;21;;26;23;25;27;28;16;17;20;24;24;21;24;26;21;35
NO2;uur;µg/m³;20110111 05:00;20110111 06:00;28.4;15.2;29.1;26.4;21.1;55.2;37.4;20.2;37.5;31.1;22.8;16.58;17.84;27.04;27.05;22.93;14.07;13.73;9.1;;13.79;17.32;18.26;16.33;15.35;15.66;20.62;24.76;29.15;22.61;23.84;12.17;16.84;14.4;27.65;21.09;15.06;23.44;14.25;18.89;15.63;13.73;16.23;19.59;15.54;19.63;16.51;23.28;25.74;;27.21;15.1;28.31;23.31;24.77;24.4;18.72;28.34;22.26;31.75;24.47;34;24;;27;24;25;26;31;15;17;19;22;24;20;22;28;19;35
NO2;uur;µg/m³;20110111 06:00;20110111 07:00;69.5;17.3;38.2;45.4;34.6;92;53.1;29.1;46.1;36.3;30.6;24.92;32.53;11.74;34.26;20.72;19.42;15.04;10.8;32.82;33.22;19.22;23.2;23.77;19.42;18.15;25.28;30.07;33.11;32.75;26.68;15.04;21.22;18.03;36.31;30.57;21.92;31.56;17.82;22.86;19.34;14.58;22.41;19.47;15.06;22.4;24.02;31.54;27.6;;26.04;25.98;36.47;28.96;23.93;33.65;15.4;24.71;25.84;36.38;25.72;48;27;;42;28;33;32;38;18;21;24;27;30;26;27;29;;43
NO2;uur;µg/m³;20110111 07:00;20110111 08:00;69.4;21.3;42.6;60.3;34.6;73.4;53.7;43.8;50.7;37.8;31.6;34.35;26.35;16.93;42.8;24.16;26.68;16.66;13.37;44.58;40.95;18.49;24.06;22.76;25.66;23.19;22.93;40.02;43.02;42.37;29.67;15.21;22.04;21.47;50.83;39.67;29.64;41.1;22.24;28.41;21.62;19.82;25.87;19.86;19.36;23.97;34.89;39.08;34.3;;24.12;27.37;41.73;34.18;26.17;34.97;18.54;22.99;25.29;46.93;23.64;67;29;;52;35;36;37;48;21;28;30;35;35;30;29;40;13;44
NO2;uur;µg/m³;20110111 08:00;20110111 09:00;66.3;28.8;42.5;65.3;38.9;82.4;56.5;43.8;54.1;41.9;34.4;38.72;30.23;17.42;37.43;18.78;32.24;19.53;16.58;51.67;50.36;20.23;20.16;22.37;28.48;27.67;16.02;45.76;53.93;49.44;35.05;17.34;21.73;22.23;51.33;44.42;36.88;41.75;21.92;34.82;28.52;24.48;26.64;19.88;20.59;22.5;47.6;44.56;36.09;;27.54;28.78;43.74;38.03;25.58;35.68;21.7;23.1;;71.69;22.23;69;32;;70;37;46;47;54;24;31;31;36;38;30;30;42;33;44
NO2;uur;µg/m³;20110111 09:00;20110111 10:00;57.6;23.3;34.4;61.1;37.5;84.2;60.5;43.6;43.8;37.8;45.6;30.6;29.15;16.55;44.5;21.24;29.65;15.57;33.21;51.93;48.78;18.39;17.73;22.88;31.63;20.95;16;40.84;50.79;47.6;37.62;15.59;18.18;22.42;49.04;50.21;37.1;43.4;20.64;35.02;27.54;23.49;29.92;24.46;22.71;30.63;38.27;44.82;37.92;;28.36;27.52;43.54;36.97;25.11;32.77;22.76;21.28;25.35;52.5;22.5;82;37;;63;41;40;44;60;25;31;31;38;40;32;34;43;34;49
NO2;uur;µg/m³;20110111 10:00;20110111 11:00;64.2;32;39.2;65;40.5;76.8;62.5;48.1;43.5;50.1;49.8;33.86;22.17;13.62;33.14;16.9;26.51;15.26;40.4;52.09;51.37;20.18;20.73;22.3;30.42;20.22;15.58;43.9;56.03;51.64;43.84;17.63;19.72;25.6;50.48;49.61;37.25;47.3;20.98;38.13;30.03;26.48;32.42;27.15;24.05;29.47;41.68;44.11;39.44;;19.74;26.41;40.05;30.86;24.01;31.72;26.72;20.34;23.16;48.78;20.79;72;38;;67;43;43;46;60;28;35;35;42;44;37;38;43;37;64
NO2;uur;µg/m³;20110111 11:00;20110111 12:00;74.8;40.2;;61.4;40.3;79.5;;47.1;51.3;49.2;42.2;31.68;19.98;13.68;26.6;15.38;27.46;13.05;36.68;58.38;;23.94;26.23;26.94;25.68;25.38;15.69;54.78;63.5;49.07;50.06;23.48;22.06;29.87;52.8;49.64;44.55;52.28;28.33;54.03;31.81;34.64;30.93;24.19;23.78;25.74;51.05;54.31;38.67;;20.41;23.79;29.8;25.54;23.35;32.35;28.39;25.43;25.56;53.73;19.17;76;40;;74;40;53;55;57;34;36;34;50;49;41;;48;47;44
NO2;uur;µg/m³;20110111 12:00;20110111 13:00;67.5;35.2;;72;48.2;91.8;;63.9;;;35.2;23.09;21.69;12.67;22.59;12.49;23.14;12.62;30.68;51.4;;27.47;33.01;39.91;19.89;25.94;23.09;57.9;58.84;58.32;48.22;33.19;32.43;34.49;55.62;68.92;49.97;59.38;26.49;57.02;36.27;40.49;32.25;24.22;24.31;22.76;50.11;49.5;32.33;;23.94;22.27;33.48;27.5;26.03;32.65;24.33;25.59;27.13;56.23;22.74;75;43;;72;38;51;57;62;39;37;34;52;51;38;34;46;49;50
NO2;uur;µg/m³;20110111 13:00;20110111 14:00;93.8;31.3;44.3;59.3;43.7;72;75.2;58.6;48.7;41.8;38.9;15.72;26.45;11.37;24.75;14.24;15.13;13.91;30.8;26.55;;40.3;45.71;30.75;20.07;19.6;16.64;52.35;68.28;56.85;60.28;24.84;40.86;46.82;64.39;66.06;50.32;69.69;33.16;62.62;41.6;47.95;37.87;31.9;21.65;28.73;51.15;63.61;54.62;;31.28;22.31;34.64;32.73;25.68;28.66;20.61;28.48;29.29;44.33;25.85;80;41;;68;44;53;47;69;38;44;43;54;57;42;45;49;49;58
NO2;uur;µg/m³;20110111 14:00;20110111 15:00;105.2;27.3;53.2;89;61.7;77.7;79.4;57.1;47.1;40.5;46.4;16.26;22.4;13.71;29.54;14.09;18;21.78;34.21;;;44.25;35.21;21.88;26.97;20.69;27.92;35.89;57.24;66.67;46.04;19.66;36.32;31.33;65.2;59.23;54.5;75.59;37.51;68.03;52.23;47.29;42.37;36.35;25.02;35.52;55.8;63.2;74.69;;33.85;25.01;43.73;37.62;22.89;25.93;20.43;31.01;28.86;54.87;33.08;88;49;;80;54;69;54;82;45;57;45;50;66;50;50;58;53;60
NO2;uur;µg/m³;20110111 15:00;20110111 16:00;99.1;27.5;57.8;85.1;58.3;85.5;76.2;66.4;45.6;41.5;51.4;26.96;19.7;27.61;40.22;17.1;23.17;29.89;40.44;;;43.83;31.36;19.12;41.53;24.21;33.7;39.78;59.88;65.1;49.71;21.69;37.74;23.49;69.3;67.79;61.38;61.04;38.14;75.65;55.13;43.54;49.26;48.64;36.26;43.14;61.24;70.64;72.05;;30.69;30.16;44.07;35.19;20.74;26.25;23.5;33.05;30.99;60.37;38.04;113;62;;75;59;84;63;99;56;50;46;26;51;38;50;55;48;57
NO2;uur;µg/m³;20110111 16:00;20110111 17:00;103.7;38.1;64.3;94;63.2;103.2;79.9;67.5;50.2;45.7;46.2;23.25;34.3;33.62;49.7;26.28;30.95;26.2;59.06;;73.67;46.01;33.17;25.1;42.34;28.7;36.42;36.63;59.03;65.59;46.05;25.14;45.99;16.49;59.93;70.43;54.71;46.71;45.27;70.93;60.54;53.71;56.44;48.98;34.63;31.88;70.66;73.17;69.97;;23.81;36.09;67.92;44.64;22.75;27.15;30.15;36.03;30.42;58.44;38.97;103;58;;64;48;68;54;81;64;31;44;26;36;23;42;35;32;34
NO2;uur;µg/m³;20110111 17:00;20110111 18:00;80.4;50.1;54.1;82.1;58.8;91;67;64.9;52.2;48.8;33.1;29.54;46.78;42.41;51.45;30.87;42.61;24.96;52.52;;67.82;38.8;35.06;33.14;45.36;28.96;19.86;31.53;41.96;58.86;46.09;31.94;45.86;16.82;50.47;67.27;40.48;48.32;24.34;47.19;51.04;41.63;46.44;53.89;40.92;26.05;70.03;66.41;53.14;;23.09;43.13;59.46;52.44;26.98;34.67;40.62;31.58;31.64;73.1;39.15;90;38;;45;38;52;39;58;47;24;48;30;26;19;32;23;24;26
NO2;uur;µg/m³;20110111 18:00;20110111 19:00;48.6;53;52.4;72.3;43.2;78.9;62.3;52.4;41.3;50.6;27.3;34.52;35.34;34.65;50.91;39.33;49.19;22.72;34.51;38.8;50.44;30.58;39.24;33.11;35.31;19.55;23.76;18.64;26.56;47.49;41.22;24.6;48.9;11.39;35.75;53.44;30.96;38.16;14.19;35.53;34.91;32.82;32.2;41.06;33.98;21.83;56.35;57.01;43.07;;23.82;42.84;53.59;41.66;30.18;42.15;40.47;29.97;35.46;60.54;36.66;63;30;;34;34;43;37;46;32;22;29;22;22;16;30;19;21;24
NO2;uur;µg/m³;20110111 19:00;20110111 20:00;55.1;55.2;44.7;56.4;37.4;65.5;44.5;47.5;33;39.4;28.5;40.96;26.7;35.94;39.33;38.98;40.55;19.22;23.16;33.15;36.77;24.65;26.99;16;26.94;9.55;16.69;14.39;32.14;35.33;24.41;11.05;43.72;3.97;22.64;46.77;28.41;26.98;9.2;24.45;29.6;26.29;24.28;20.75;26.46;11.25;38;35.64;32.64;;29.97;38.98;49;40.28;37.48;35.14;12.5;30.92;36.19;64.76;36.99;42;29;;31;20;33;;;19;;19;9;12;7;17;18;9;45
NO2;uur;µg/m³;20110111 20:00;20110111 21:00;47.4;50.6;35.6;45.8;31.8;50;31.8;29;20.7;37;9.9;38.86;23.08;31.14;34.83;31.43;31.96;13.03;9.24;21.86;25.34;13.09;11.78;8.18;26.49;6.73;18.06;8.93;21.69;25.1;23.29;8.4;32.39;2.84;19.79;29.4;28.83;26.78;6.58;17.75;14.74;14.17;14.15;10.65;14.58;5.87;22.39;21.36;20.75;;31.15;17.18;38.58;35.27;26.81;20.36;8.69;34.98;27.16;62.34;35.47;36;28;;31;15;26;25;27;15;8;10;6;9;5;9;9;9;20
NO2;uur;µg/m³;20110111 21:00;20110111 22:00;49.4;39.7;26.5;27;18.6;38.3;26.7;20.9;13.8;13.1;3.3;30.9;17.61;23.35;25.48;23.4;23.31;9.22;6.82;16.82;17.34;10.45;11.87;8.25;12.73;5.68;8.22;8.93;18.23;18.45;17.34;22.65;20.38;2.98;18.87;22.39;17.26;26.97;3.63;24.96;18.25;14.9;16.68;4.58;5.83;4.27;18.85;13.01;19.73;;29.2;6.91;34.04;27.08;12.83;8.42;4.75;26.74;14;42.29;24.16;22;8;;27;23;26;23;26;19;11;20;3;9;19;13;3;17;6
NO2;uur;µg/m³;20110111 22:00;20110111 23:00;51.8;27.2;21.8;20.1;14.6;24.7;23.8;20.1;10.1;14.3;3.7;23.96;13.95;24.34;26.74;24.5;14.26;13.98;3.95;16.22;15.37;16.12;13.27;11.85;9.16;4.49;8.9;7.99;14.29;14.04;14.22;18.33;11.79;2.44;16.47;20.17;8.84;31.02;2.74;17.36;16.29;11.08;9.56;4.13;5.3;4.1;12.09;15.39;22.3;;13.06;5.78;22.73;17.54;4.42;4.47;1.86;15.07;7.66;26.07;15.43;18;7;;18;22;18;24;16;;9;;;15;;8;3;17;4
NO2;uur;µg/m³;20110111 23:00;20110112 00:00;57.9;41.1;28.1;20.4;14.9;23.5;22.9;17.2;12.1;7.3;5;14.13;8.77;21.73;21.96;19.85;11.74;11.11;6.5;19.23;15.12;10.39;14.28;11.73;;5.92;7.95;7.28;11.62;13.17;17.85;19.48;7.37;1.95;19.28;16.6;8.29;23.42;4.17;16.48;12.13;8.47;4.92;2.98;3.32;3.62;12.08;18.19;19.61;;4.1;2.99;19.58;15.3;1.78;3.39;1.77;10.14;5.6;15.56;8.1;20;6;;16;15;20;23;12;12;7;25;1;16;9;7;3;17;3
NO2;uur;µg/m³;20110112 00:00;20110112 01:00;52.2;28.9;35.7;22.7;19.3;23.2;17;13;11.4;7.6;6.9;8.78;3.93;10.55;12.46;11.25;17.32;7.08;;7.91;8.22;14.65;15.31;8.36;6.18;3.49;11.95;5.72;9.06;10.05;12.4;14.95;11.58;4.26;18;13.77;23.67;13.01;3.04;15.15;14.46;8.17;5.72;2.39;;2.77;12.4;13.31;10.55;;3.73;2.44;18.54;12.33;3.5;2.81;1.49;5.42;1.3;14.48;7.23;21;6;;34;25;19;20;19;9;14;11;3;8;6;4;1;23;4
NO2;uur;µg/m³;20110112 01:00;20110112 02:00;66.6;29;45.3;22;18.3;27.9;24.7;14.2;15.8;10.2;9.2;7.18;3.32;7.82;7.45;8.43;17.98;10.65;3.94;10.91;7.24;9.04;16.55;10.78;6.14;7.97;13.67;7.48;17.33;11.92;18.62;17.18;10.75;3.38;15.57;15.16;33.61;10.02;2.71;27.79;13;10.65;11.65;2.51;5.35;3.53;19.48;10.36;11.02;;3.28;3.39;11.29;10.9;2.6;5.78;1.05;4.64;1.28;9.95;3.31;20;9;;24;22;30;21;36;14;5;11;4;5;4;5;3;7;9
NO2;uur;µg/m³;20110112 02:00;20110112 03:00;56.3;59.1;72.6;64.2;40.1;50.9;39.1;22.7;24.2;44.6;16.1;7.76;3.54;8.78;8.97;10.08;15.72;9.32;10.14;11.11;9.11;10.82;18.13;13.67;6.63;11.82;23.6;8.97;34.21;22.58;22.01;10.61;29.69;3.3;12.75;26.5;51.61;13.89;2.4;37.3;21.68;11.94;12.94;4.43;4.85;4.12;14.99;9.84;11.84;;3.61;3.93;17.51;11.11;2.76;4.34;1.38;2.28;1.42;9.89;2.25;23;30;;27;23;;29;45;26;6;6;3;7;4;8;4;9;8
NO2;uur;µg/m³;20110112 03:00;20110112 04:00;36;17.9;69;78.2;61.6;66.8;49.8;36.6;33.1;51.1;25.9;6.71;2.03;9.8;9.97;11.02;12.09;8.66;14.55;12.39;10.81;12.62;14.68;8.07;5.72;12.02;15.49;10.01;33.33;36.86;33.55;8.07;22.34;4.86;15.34;40.44;40.85;16.01;3.67;27.73;14.78;15.04;17.63;7.87;4.41;5.05;17.61;14.23;17.63;;4;5.2;14.04;8.26;2.96;3.34;1.01;1.69;1.81;15.67;2.64;42;36;;;16;31;37;40;21;7;27;4;9;5;13;8;10;13
NO2;uur;µg/m³;20110112 04:00;20110112 05:00;41.3;12.5;62.2;54.9;55.3;53.2;61.9;33.8;20.8;44.8;38;10.97;3.99;9.11;10.27;10.97;18.17;6.39;32.14;10.4;9.58;17.25;19.09;11.35;5.25;12.55;13.65;13.33;71.34;46.06;18.45;7.8;15.48;5.52;18.65;35.66;26.54;12.3;4.69;29.18;13.99;11.56;18.29;18.37;5.52;6.5;22.84;20.14;19.71;;6.08;6.6;11.91;7.31;3.08;4.55;1.33;2.35;2.61;24.09;5.48;48;35;;26;18;35;32;59;24;9;23;20;11;9;19;26;14;21
NO2;uur;µg/m³;20110112 05:00;20110112 06:00;75.1;19.2;30.2;41.9;34.9;71.2;77.6;64;59.6;59.3;71.3;15.14;10.84;13.71;21.95;16.57;31.63;8.54;27.99;14.14;26.82;24.43;45.54;16.69;14.58;29.13;11.98;28.98;83.47;66.99;58.59;15.28;21.94;8.29;36.18;58.85;24.63;13.41;11.74;32.43;19.78;12.28;18.11;25.29;8.93;28.75;31.48;41.74;47.03;;4.93;8.21;21.53;15.64;3.89;4.56;3.33;3.06;2.94;30.52;8.2;42;29;;31;27;37;34;63;32;10;22;12;15;10;23;17;13;14
